path,label
data\raw\paper\05e6ae2d-00a7-4f9e-bae3-df6a6eb6830f.jpg,1
data\raw\plastic\d4ce1055-d416-4b51-bf8b-eaca53d0d144.jpg,3
data\raw\metal\a3830626-d279-4d6a-bee9-f0034db5428e.jpg,4
data\raw\metal\35fe1ecd-8de4-4ac7-bf2e-2f921f7ecd5d.jpg,4
data\raw\metal\889d94fb-5801-4c87-986b-ede25db65044.jpg,4
data\raw\cardboard\3b60ce96-4472-4918-afbc-ae5298852948.jpg,2
data\raw\plastic\59c809c2-05ce-4b9d-8f91-906e30bd383e.jpg,3
data\raw\metal\d2958db1-5ad2-4a56-8cd2-c5921a960e28.jpg,4
data\raw\glass\c4990fc5-c8f5-4901-a655-6b372abffff2.jpg,0
data\raw\trash\1f717be2-def6-4204-a401-528ab2aa59b3.jpg,5
data\raw\paper\209d9496-1e43-45cb-8fc0-8b2666f92f17.jpg,1
data\raw\plastic\895f9656-e479-4a6b-a68d-ad8e52042ed7.jpg,3
data\raw\paper\667af464-ba4e-4901-a060-c146f1964955.jpg,1
data\raw\paper\ccf799cb-abf0-447d-8578-b1b90fabc456.jpg,1
data\raw\plastic\ec6246b8-76d6-455b-ae0f-4099ad864015.jpg,3
data\raw\metal\89e8800b-5cdb-4461-9d58-5b51278edd0e.jpg,4
data\raw\plastic\b647c4f9-ef70-40ed-9818-700c8d574c69.jpg,3
data\raw\metal\55a24bc6-a659-40c4-a16b-4a052d9fdbd8.jpg,4
data\raw\cardboard\0f67206f-fa4d-47ae-ae3e-6cc43561cd89.jpg,2
data\raw\plastic\44367c46-8adf-41d1-9bde-1ca22a031f2d.jpg,3
data\raw\metal\7cbdfd8e-ac77-46b3-8357-5c3fcaf5d517.jpg,4
data\raw\cardboard\2fbdea77-1129-4be4-8014-8667aa793080.jpg,2
data\raw\metal\88bfa250-44e0-4496-a1e9-9f325d91246c.jpg,4
data\raw\metal\b813d8c3-e346-4877-8a60-a7963302cc45.jpg,4
data\raw\glass\64b2bc04-026d-46a3-a1fa-67fa876eae34.jpg,0
data\raw\cardboard\8889b2d4-0175-454a-9da5-e736c812111c.jpg,2
data\raw\metal\b3bc7f35-74ec-4bfb-9974-1f7bfc66fbbf.jpg,4
data\raw\paper\0433eb27-c596-4c6c-bead-003fbb1d0d27.jpg,1
data\raw\paper\63d09200-0692-4308-a655-8a41e8fa9656.jpg,1
data\raw\metal\3131f304-2c51-4fe2-ac9b-2a9bbf5a61a5.jpg,4
data\raw\metal\a862daeb-823e-4004-b0f1-df3a30610b87.jpg,4
data\raw\metal\b2895557-71f4-4163-8111-fa447ba42896.jpg,4
data\raw\plastic\8cb44b8f-5fdb-49ab-a17e-88a9f3148b28.jpg,3
data\raw\plastic\7fb7f55e-1b32-45e4-b074-6194e5125b3f.jpg,3
data\raw\glass\2a26b7a0-c149-410c-b793-508dfab97e94.jpg,0
data\raw\metal\7f51c774-a3d7-4164-81af-4b351d2e7881.jpg,4
data\raw\glass\849c6c66-47c5-49d0-90c3-77d18938336a.jpg,0
data\raw\glass\263d7d7f-4041-494c-8cb7-eb7afe4dce60.jpg,0
data\raw\plastic\da2d6e68-3030-454f-9900-576c03bc404c.jpg,3
data\raw\cardboard\a3f09d72-615a-4052-8d45-24d9185509e6.jpg,2
data\raw\paper\61c10429-7143-48e6-9a90-ae3199e55e3b.jpg,1
data\raw\metal\198cf974-ffc7-4bb0-a0d9-a6506fd810b0.jpg,4
data\raw\metal\354fcb88-1f6d-4a4b-873c-732bb133b803.jpg,4
data\raw\glass\c4359f9e-ea48-411b-b2d8-26cf90822356.jpg,0
data\raw\glass\8aba188a-1a26-4ec0-b278-d827842e4fda.jpg,0
data\raw\glass\df3f8d53-7ec4-41d5-96ee-72ae6903d610.jpg,0
data\raw\cardboard\9fd8e199-559e-43e4-ba71-5ad6a536e65b.jpg,2
data\raw\metal\d6bd11ab-6427-4dfd-bb7f-d672e8d0d84e.jpg,4
data\raw\glass\cad7b25f-e0ff-4890-9fe2-827353d4b896.jpg,0
data\raw\glass\90af1a82-d1b8-431a-b864-ed0459cfe253.jpg,0
data\raw\paper\1a296560-8141-4516-bbd7-3f8a8b3e0897.jpg,1
data\raw\paper\468f76fe-223f-4f24-a691-d49df94b194a.jpg,1
data\raw\glass\cfc1966b-3118-4ceb-bc00-86024eb01ecd.jpg,0
data\raw\glass\9fa117f7-5df6-4043-8551-42620255a5f7.jpg,0
data\raw\glass\ae51623e-cabe-4285-a89b-daed17b0c2e5.jpg,0
data\raw\metal\eb746787-430d-47dd-bef6-8a8d2eb9a382.jpg,4
data\raw\paper\0d0c04ce-f8cd-4809-917b-9384c232acad.jpg,1
data\raw\glass\338cf08c-86a2-444a-abb1-0599022f1870.jpg,0
data\raw\metal\e33987b9-9924-460b-8c54-f2013a37aee7.jpg,4
data\raw\paper\c9976845-e978-4d88-a241-224da94d881d.jpg,1
data\raw\metal\c081fdc3-9c08-444f-b77a-780d59650bc2.jpg,4
data\raw\paper\3114a21c-7106-4ad7-a308-ae9ceab4e1e7.jpg,1
data\raw\metal\dd7f0c79-4733-4a38-8204-af6703146cfc.jpg,4
data\raw\metal\10578623-a0fc-4111-a655-9c5494d24dcd.jpg,4
data\raw\paper\9cca8f04-15c8-4dae-8311-d346fdb3df52.jpg,1
data\raw\paper\7354c56e-c477-4098-b898-f103ee1f2254.jpg,1
data\raw\plastic\420dbf02-6458-4abc-b443-a1a8ba8725fe.jpg,3
data\raw\paper\a2708075-4699-4478-a601-fa26dea07826.jpg,1
data\raw\glass\0ec28c79-21d2-4169-9a73-8cd3bce41632.jpg,0
data\raw\metal\f8afcbbd-7c4d-412a-a8a0-e5c1f8e8db64.jpg,4
data\raw\glass\005c2c49-32d6-42ca-a7ca-b4cb2c39b317.jpg,0
data\raw\glass\a19a91e4-6684-4cd6-ad85-f8a782885c04.jpg,0
data\raw\paper\70a6960d-1828-4330-b342-663c1fd0233e.jpg,1
data\raw\plastic\93c3bee7-3314-4d4a-a1a3-05ce9d2ca093.jpg,3
data\raw\paper\0352b570-4156-4339-bb7d-3ce168b7c6d2.jpg,1
data\raw\paper\4385995c-c863-4c9f-add5-2014f811812f.jpg,1
data\raw\glass\45f40cf5-098e-412c-940f-b134e33c2230.jpg,0
data\raw\glass\718bbc99-35a4-4b0c-91c2-a51ce0ef1712.jpg,0
data\raw\metal\bf636a97-1c63-4cd4-a178-03a59a53e16a.jpg,4
data\raw\cardboard\dcb6e508-514e-4874-9b80-34a5494243b6.jpg,2
data\raw\cardboard\0f006841-9a17-4b6c-8a69-8b2307592af9.jpg,2
data\raw\glass\229588f5-b4bf-415f-8bf3-f90483be2fe3.jpg,0
data\raw\glass\9799fc00-ac4f-4a4e-b535-2db8f151f75c.jpg,0
data\raw\paper\d746b08d-d805-469c-82d4-ed8d7ba86d60.jpg,1
data\raw\paper\275655b7-5225-4a57-9218-32e2514e9282.jpg,1
data\raw\metal\7fa3b2d6-a87a-47a3-b32d-5fed18c6965b.jpg,4
data\raw\glass\589bad5a-057b-472a-8d20-3e59296138a3.jpg,0
data\raw\paper\82d927e0-808b-495d-a1de-bca49e2fdb63.jpg,1
data\raw\metal\b08e47d7-3382-4b01-80de-8f0d2a731711.jpg,4
data\raw\metal\f695275c-d46a-48b8-bd2d-c3f2285407ad.jpg,4
data\raw\cardboard\96d66e2e-6e07-41d8-a36e-8728c8711cd5.jpg,2
data\raw\plastic\9d1fa1d3-c1a3-497a-95d1-edeac01ddf1f.jpg,3
data\raw\plastic\fdb6106c-13f1-4754-a923-01cd1fa9553c.jpg,3
data\raw\cardboard\608b7b7d-a4b1-457c-86dc-633ec96f2eb4.jpg,2
data\raw\paper\e652e586-a382-4dea-a373-0db22e633ec0.jpg,1
data\raw\glass\228247c5-1ecd-4ba3-b037-6cee6ad5d54e.jpg,0
data\raw\plastic\b3f20a04-ce4c-423c-a966-f672fbe57040.jpg,3
data\raw\plastic\8d1d8535-abb7-4dc1-8a64-261464e97e9a.jpg,3
data\raw\metal\010f9785-e79d-490f-9502-94442c1959df.jpg,4
data\raw\plastic\3ddf8ac2-6fbe-4a11-be95-e0dc95823425.jpg,3
data\raw\plastic\5ac83a83-72c1-489d-8cf8-c42e7bf6ed53.jpg,3
data\raw\metal\353e20ca-ab87-4006-ad29-632d0e9ced21.jpg,4
data\raw\paper\41ee9c0b-c6fc-4b3d-91a8-2f4a3c0c55dc.jpg,1
data\raw\glass\db7a0585-1056-4452-92ef-54ecdd484892.jpg,0
data\raw\cardboard\aa22f27b-691c-4836-ae90-d1c7b514d3e6.jpg,2
data\raw\glass\3f000fd6-0da9-40e7-bcfd-a69d1f93af98.jpg,0
data\raw\paper\0c289baa-e1fd-4da2-b75c-8790e1047694.jpg,1
data\raw\paper\3a13faaa-ded8-4588-99b9-c7f36608919c.jpg,1
data\raw\plastic\58c32327-46b5-497d-b1e2-3a7e89e19044.jpg,3
data\raw\metal\daf0698b-d728-4b8b-8d81-1951eb3cc8e1.jpg,4
data\raw\paper\fca40c12-7e83-4157-88bb-48f16684073d.jpg,1
data\raw\paper\038b5f13-57ea-492a-90f3-3aa8e8f24306.jpg,1
data\raw\metal\1d7916f6-e737-4cad-8d0b-567804d228fc.jpg,4
data\raw\plastic\9a8a836f-f086-4d29-9a8b-6bb9e38ab7fe.jpg,3
data\raw\paper\87fdbec0-4f84-4355-af49-9b1d243c0bed.jpg,1
data\raw\paper\f39973d2-4040-4110-8696-044b4c18cf9b.jpg,1
data\raw\plastic\81481944-5497-4f45-8b09-6ee8b238e89b.jpg,3
data\raw\glass\e2589c16-148e-4dfd-8a34-8f8e59c6a066.jpg,0
data\raw\glass\fab14eb0-325a-4371-ba03-9cbbda03c10e.jpg,0
data\raw\cardboard\00ae0969-e9f4-45f4-bfd1-0a0e9bce41d8.jpg,2
data\raw\paper\68e0ad99-208e-4a16-ad4f-421b9351ec75.jpg,1
data\raw\metal\a61e0894-54cc-4d89-a2fc-092065d1cdbb.jpg,4
data\raw\glass\f86e23e0-7cab-433a-a336-b32ee55fcffb.jpg,0
data\raw\paper\7e51f4b6-2c17-4e4c-b664-01ca670ee374.jpg,1
data\raw\paper\b36c5e5e-eac7-4dbd-b601-63693f01d15b.jpg,1
data\raw\glass\428edd38-9270-4c9f-8da8-226be6ec1308.jpg,0
data\raw\plastic\55d43a6c-0308-4ba1-b63a-78c72aa36739.jpg,3
data\raw\metal\b8b867b4-9520-4bd4-aa33-8b84c1406666.jpg,4
data\raw\plastic\698f81d9-e88e-4cfa-b60f-ef089098055c.jpg,3
data\raw\glass\087e84b6-c048-4211-ac6a-953e0f13c6e0.jpg,0
data\raw\plastic\1d4255c1-9798-4062-9822-8784fc6f2243.jpg,3
data\raw\glass\f21ac6dc-6f64-4615-bf26-a4cdb5503df2.jpg,0
data\raw\plastic\6b70f2c6-ee51-488d-9469-8b4f8a9d8091.jpg,3
data\raw\metal\274ec1a9-7bea-40f7-ad9d-68993b52baff.jpg,4
data\raw\metal\a9360bd7-6b27-43c9-9644-3fe522cc4abc.jpg,4
data\raw\metal\00d9085a-0f38-4dc2-b4ff-09a22cd0e7cd.jpg,4
data\raw\paper\3635259d-e0d4-46d7-8dee-7e2c0f7aacc0.jpg,1
data\raw\glass\f7e0d690-b7b6-48b4-9468-655f69a8b4c5.jpg,0
data\raw\trash\79061b78-76a4-4907-8b61-60c7e63fa7e4.jpg,5
data\raw\paper\d24a165f-7f53-4dc4-8061-db688f7f9851.jpg,1
data\raw\paper\be151f96-f927-424e-b38e-823b1ecd6962.jpg,1
data\raw\trash\3af0d314-c4cd-4b92-a0bf-bbca7d7c94d9.jpg,5
data\raw\cardboard\9533f475-2b25-44aa-800b-e3106db2d4b9.jpg,2
data\raw\metal\c6608cb6-efaa-4563-bd38-d6b1d63b8d61.jpg,4
data\raw\metal\68e7733d-593a-4c93-b0bd-7ffbceb927bf.jpg,4
data\raw\glass\5998be66-3b4b-4806-bf64-2fba1da7d5ec.jpg,0
data\raw\paper\5ee0acd2-9924-4a08-a3fa-6c56a68276d2.jpg,1
data\raw\paper\45b933d4-b4ec-42cd-a5a1-bdbd96e6897e.jpg,1
data\raw\cardboard\059dcd74-da75-4c2c-93e9-78b60c1333c6.jpg,2
data\raw\paper\d1658904-b32e-4632-bd09-68ec76c670ab.jpg,1
data\raw\plastic\03cc9c2e-92dc-4cee-a845-7aa46ac2e3a1.jpg,3
data\raw\glass\a971c2e5-a970-4af2-957b-63f6f96df0b7.jpg,0
data\raw\plastic\68dff740-1131-43e9-899e-d876ec582204.jpg,3
data\raw\plastic\7d30fa70-1b24-4659-aae4-bf05c51e14d6.jpg,3
data\raw\plastic\cc8ffd96-c52f-47f4-afac-9f86ce575f04.jpg,3
data\raw\paper\d541ee61-9ea9-4c30-84b3-13c2d325210b.jpg,1
data\raw\paper\3a588a7c-b9c2-4544-b1e2-2b30e9b04c49.jpg,1
data\raw\paper\a8342cb4-5d57-40c3-ae48-02d64e069f05.jpg,1
data\raw\metal\d31a8846-66d7-411d-8a42-8108c9d4f6f3.jpg,4
data\raw\plastic\50d81d5c-d3e4-4f92-88ac-de76fe84d5d0.jpg,3
data\raw\metal\4684c0e4-7ac1-428d-a911-0b2cccbae518.jpg,4
data\raw\metal\cf357e21-9417-48ab-bd1f-d7c8507feaeb.jpg,4
data\raw\plastic\d10fc39b-f0b8-43a8-b486-7370b3761cdb.jpg,3
data\raw\cardboard\e0715536-1d12-4177-9b8f-d09cbcf811ca.jpg,2
data\raw\cardboard\4ff1f313-3083-4261-aab5-78e313673c09.jpg,2
data\raw\plastic\253a11af-06c6-4d27-95c0-1bae9d633ecc.jpg,3
data\raw\paper\8843694a-0e83-4335-97ad-85d686fecf55.jpg,1
data\raw\plastic\b9b5fa1d-99de-4b1a-b636-e6f7d6d47278.jpg,3
data\raw\plastic\346ccfd3-d8c8-4169-9f1b-3f579315456a.jpg,3
data\raw\plastic\17027255-c1ae-4842-810f-383924acb19d.jpg,3
data\raw\cardboard\3a59c0af-78c8-47ed-bd92-78c9de172c78.jpg,2
data\raw\metal\3165a3f1-942a-434e-a59f-816ff2ea1a9a.jpg,4
data\raw\plastic\67cf4e0f-3119-4f3e-9149-1cb6bdaa2b9d.jpg,3
data\raw\metal\9b8c05de-dfe8-4c33-a890-dd5cfa7f21d9.jpg,4
data\raw\plastic\da2bd6bf-2d37-4b9f-9b67-ce7f3a192ada.jpg,3
data\raw\paper\d11f5bef-c68a-4d6c-9d84-124c3aa6d3f4.jpg,1
data\raw\metal\558f444c-5091-46ed-b022-c510a077eca7.jpg,4
data\raw\glass\d1b449fd-bcb6-4053-abad-aa985e692540.jpg,0
data\raw\trash\41d8b40a-45cf-4eff-be62-bfa4d1fe37ed.jpg,5
data\raw\plastic\640b24cc-1e2c-4e39-89a1-f1fb4e71d3bd.jpg,3
data\raw\metal\2b18029f-983a-4da2-9f63-c8d23f867ff4.jpg,4
data\raw\metal\9910a8b2-c72b-4de2-9527-edc511c0d998.jpg,4
data\raw\glass\550f41a0-8e2c-4b65-93f6-3d257fe1d63e.jpg,0
data\raw\cardboard\34538efa-7116-4403-9b7a-0a72ca8c55f2.jpg,2
data\raw\glass\75d4ba82-ede8-4e69-aa19-b4b5592e9f5e.jpg,0
data\raw\trash\3e445422-e6f8-42cb-88b5-bddd310a9334.jpg,5
data\raw\glass\fd36a059-4fc1-4559-9f56-89f0f435ea8f.jpg,0
data\raw\metal\4fefceb2-36e8-4e4e-896b-46bd945841e0.jpg,4
data\raw\metal\fb826b89-6935-4ef5-a7b0-3c4c0814f906.jpg,4
data\raw\glass\5aade93c-3438-4b22-91bc-87e2b0334b74.jpg,0
data\raw\glass\751b62a1-22a3-4513-91cd-61c2e42b9852.jpg,0
data\raw\paper\08cb3991-2b81-4548-9f9a-5e29ac174c70.jpg,1
data\raw\cardboard\5200fea8-c2a1-4277-ad2d-6840d21babaf.jpg,2
data\raw\metal\7f1f0c10-d9c5-4592-87b4-cb3eb416ccde.jpg,4
data\raw\cardboard\de929244-cfd4-4cd8-8cf3-b7bebdd462b0.jpg,2
data\raw\trash\ab2fe3c9-75bc-4eea-9026-c48a4384150a.jpg,5
data\raw\plastic\c56def46-7f33-49f9-91ee-e2a75182bf01.jpg,3
data\raw\glass\a0d4d7a1-5b04-41be-8be4-1346c34fbeb9.jpg,0
data\raw\metal\abb6aade-6c09-4ba3-a215-27e20f24cbd3.jpg,4
data\raw\metal\32bb55e2-8be7-4b10-9019-9a32bf3bb448.jpg,4
data\raw\glass\47b68b26-c7e5-4150-b402-785f0c775761.jpg,0
data\raw\cardboard\36a1d61a-cbf0-4aa3-aff4-879c8ec623f7.jpg,2
data\raw\metal\ac590c68-54fd-4db7-9fe3-b636e9e675ed.jpg,4
data\raw\glass\4681f631-5d07-4e20-a590-7a716f25e79f.jpg,0
data\raw\glass\38d5d187-6719-43bd-a0ca-fb6718d673ef.jpg,0
data\raw\plastic\5a78ce85-4a01-4a7f-8421-853b1916b145.jpg,3
data\raw\glass\2dc06806-92c3-42ff-a196-8dcc508c46e7.jpg,0
data\raw\paper\b862b96e-1550-4cf9-ae8a-1b86c3bfc669.jpg,1
data\raw\plastic\5a3b08f5-0a2e-4caa-9396-80790b7b3676.jpg,3
data\raw\paper\7624e5bc-5fce-4d2f-a8dc-dc8d2a7830ba.jpg,1
data\raw\metal\57b1c02f-d7dc-43dd-8380-fe4c0dfe62d6.jpg,4
data\raw\cardboard\d4fff235-8a36-4a58-9784-8b0ab260479c.jpg,2
data\raw\paper\ea9231ca-860e-48ce-a79d-0e6e6a00b2fd.jpg,1
data\raw\plastic\5feced5c-752f-4c99-8ef6-e0f7c7e4fd48.jpg,3
data\raw\glass\6895edff-558e-43e1-be00-2c6520d6a862.jpg,0
data\raw\metal\5d46169d-b82e-4825-b1b5-496d51318d5f.jpg,4
data\raw\plastic\bcefd160-c00a-4711-89b6-14e227f8397b.jpg,3
data\raw\metal\697bf50b-51b5-437f-af65-4d6b8f8be782.jpg,4
data\raw\glass\ffdfd576-4766-42a3-988c-5679e0e2c7d4.jpg,0
data\raw\cardboard\57cd9e12-c83a-49f3-9ab7-e93fd98f8c35.jpg,2
data\raw\glass\08abdef0-9d30-4034-b2c0-a9b660fd761d.jpg,0
data\raw\metal\c41676ef-bf73-4919-8395-2046557231a8.jpg,4
data\raw\glass\237f4019-28df-4612-97f5-6899a14aded4.jpg,0
data\raw\paper\6bfb2fa8-69b7-4b0f-92a2-8d6a7d3cd535.jpg,1
data\raw\paper\8ba7f81b-4cb0-4e1f-8169-5df1e4663a15.jpg,1
data\raw\trash\b9043b03-17c0-4394-8ccf-da477cc4b35f.jpg,5
data\raw\cardboard\4b54af80-1a75-473f-9bad-62e9053b2f05.jpg,2
data\raw\paper\666a0951-16d1-489c-a1a2-59010cbcc1e3.jpg,1
data\raw\glass\254c82b6-0e20-45bf-9558-1e7791c6cc86.jpg,0
data\raw\plastic\5f0584f5-734d-4141-b6b1-e911a17882e4.jpg,3
data\raw\plastic\aa0b60b2-3f35-4fcb-83fe-c5f33206ed6e.jpg,3
data\raw\plastic\2b21bfae-5898-4ec1-b706-b1e11fb7fdac.jpg,3
data\raw\paper\777f9395-e0ae-46e7-bd02-111244d028b8.jpg,1
data\raw\metal\c0d73882-079a-4e6e-bc38-98086d4dd328.jpg,4
data\raw\paper\6b8972ea-cf3a-4653-b481-a534e98f750d.jpg,1
data\raw\metal\dad6cdff-8b3b-4197-ae19-9039f138f332.jpg,4
data\raw\plastic\af45e299-033a-45b1-a830-dc0130c692c0.jpg,3
data\raw\glass\b6157aa0-08f2-489c-9b85-553d145e112e.jpg,0
data\raw\paper\cf05d2e2-b3c7-434e-9ebb-6d1a918674fe.jpg,1
data\raw\glass\0c10c37b-daed-406e-8784-dc6c6078cbd0.jpg,0
data\raw\metal\346ab40d-2a21-4c35-9e03-230ddee6e3b9.jpg,4
data\raw\cardboard\07cd9916-5d7b-4d14-8ccf-e715ce8abd18.jpg,2
data\raw\cardboard\5b0558e6-2f0b-4e52-be5b-deb470854fd2.jpg,2
data\raw\glass\ce5ad680-1a28-4b33-9c43-43fb08382da2.jpg,0
data\raw\plastic\ba23932c-d912-41d7-af81-d971eb3c2426.jpg,3
data\raw\paper\ca8f99da-7a80-4bd2-953e-ad17654aa5b9.jpg,1
data\raw\trash\986e8acc-0636-48c2-bad3-a2c594ec73d6.jpg,5
data\raw\cardboard\6e830838-6969-4cb3-8636-5fe36a405357.jpg,2
data\raw\plastic\ca6325ae-bae4-42ce-8830-6742c92c7342.jpg,3
data\raw\plastic\ab4d718f-ff22-47ae-b34f-336492b28330.jpg,3
data\raw\paper\34052334-4100-4d50-8946-bba912d7f680.jpg,1
data\raw\glass\baa9484e-7bd6-4a12-bd1c-1e21893431d2.jpg,0
data\raw\paper\ca7ce372-53be-4957-b9c0-29544b52e076.jpg,1
data\raw\plastic\0c0ab7bf-05ac-4260-8d08-732490853c82.jpg,3
data\raw\glass\5e05cbb6-042d-44f1-9f30-3bc74bb9ceb7.jpg,0
data\raw\metal\3e21e793-b3ad-487b-bf0b-06deb1cd8945.jpg,4
data\raw\glass\68f4b902-7169-4757-a35e-6462c87d1792.jpg,0
data\raw\paper\a6d588cd-b07c-4a01-9ec5-848b06353b8b.jpg,1
data\raw\glass\d7753717-b30a-4259-acc8-8645fa267ddd.jpg,0
data\raw\glass\c45be47b-9b1f-4511-8af3-b5a17c634e12.jpg,0
data\raw\trash\a6f40575-4dda-47ce-8bad-577878d51644.jpg,5
data\raw\plastic\c9c53546-f39c-43f7-8e4e-71082b8acfef.jpg,3
data\raw\cardboard\dd31f982-e34b-42b6-987d-0704a5b5f2c2.jpg,2
data\raw\cardboard\ef2faa30-d775-48a2-a0b4-cfb63451e799.jpg,2
data\raw\trash\86e46e96-db2c-4144-a36a-d09fcf5ac238.jpg,5
data\raw\glass\0f5c9c27-9cad-49e5-b6de-6f51723ecb33.jpg,0
data\raw\cardboard\d83ab622-8ad3-4add-8c75-c88427740fb5.jpg,2
data\raw\paper\e713aac2-72c5-4e3d-81e6-15551b0d2aa6.jpg,1
data\raw\glass\f6047539-ff78-4776-b09a-316be49f0c7c.jpg,0
data\raw\paper\6dda4254-d152-44ca-b183-b665fc52890a.jpg,1
data\raw\paper\ec08e6af-d633-493a-8b24-f49b1aa3354f.jpg,1
data\raw\cardboard\12e978b5-420e-49e1-8658-17ed8f49ec2a.jpg,2
data\raw\plastic\cae9d331-2a07-4c5f-bef7-b68ccc6d80f7.jpg,3
data\raw\paper\dc91ff36-7113-4d80-a39f-a023735b8e3f.jpg,1
data\raw\paper\ad520339-a509-4a56-b00d-52168882c10a.jpg,1
data\raw\glass\fa75af94-1c20-4750-8204-09e05860c74d.jpg,0
data\raw\paper\63d95527-a84d-4f7f-87b2-2ef03c940e68.jpg,1
data\raw\plastic\90408635-2561-4515-8601-0f541b7c853f.jpg,3
data\raw\plastic\bf8ea06e-a329-4280-893e-d118c6a9b008.jpg,3
data\raw\glass\ddf9ba45-bf6a-4b86-b578-a726ca67d230.jpg,0
data\raw\metal\6f3b98c9-53f9-46c8-b0a8-51b5e1d21702.jpg,4
data\raw\glass\97be868c-d4ca-48c5-84fa-050472e564a7.jpg,0
data\raw\plastic\3f14836e-db84-44cc-a1d0-251eb71f4de8.jpg,3
data\raw\metal\4dc129ff-aaab-4f36-b800-1e1f878f035e.jpg,4
data\raw\glass\0e3eedd8-6b6a-4fd2-bcf3-3e671204155d.jpg,0
data\raw\plastic\31eac9e8-ec00-46f6-97c1-7eb47915b50b.jpg,3
data\raw\paper\3514d59d-ca36-43d4-acc6-977f4a3f1669.jpg,1
data\raw\glass\6ba01e90-08ab-44cf-870c-7c505e98acb7.jpg,0
data\raw\paper\5dd92ee4-11fd-4e9a-974b-42093b9479f6.jpg,1
data\raw\cardboard\970118c2-8c3f-466b-b0f2-3aa8882c64d0.jpg,2
data\raw\cardboard\cc46fd45-5138-4aa8-a39a-ddc144d7b079.jpg,2
data\raw\paper\7997a5e3-763e-4060-9490-38ce7a546805.jpg,1
data\raw\paper\b996fa0f-8c6a-4ade-a89b-b41175b7f27d.jpg,1
data\raw\metal\f9acfa84-6188-412f-9389-fe9abea9dc23.jpg,4
data\raw\cardboard\1723a978-0bf4-4f15-947d-245b7f26a4ee.jpg,2
data\raw\cardboard\964c52d2-aac2-426e-9f94-b4c1fe4909ea.jpg,2
data\raw\plastic\34a91ecd-9325-4e7e-91f9-297417a9cb17.jpg,3
data\raw\metal\f8cf5ae5-46ec-4ae6-8b2c-b575d19ee8ea.jpg,4
data\raw\glass\f7c5dfd6-b9b4-443d-8739-f98ce399da0a.jpg,0
data\raw\paper\d3468a2d-bbb1-4c09-86c0-2de4e7bbd325.jpg,1
data\raw\plastic\91143263-64bc-4f41-8639-5b3301b4d2dc.jpg,3
data\raw\glass\0c60b663-fcd6-4afd-8e0b-74f3d52f2d94.jpg,0
data\raw\plastic\e80ad087-42a5-4445-a8ed-37c193e76fc2.jpg,3
data\raw\plastic\5546e17c-9b1b-458b-b71e-d68e1be1f4a3.jpg,3
data\raw\glass\8f9b40cd-33e7-489a-8155-b802cddd3650.jpg,0
data\raw\metal\0c1907e2-6b38-42f5-b07a-3548b63e9ab6.jpg,4
data\raw\paper\ee586352-1bfe-4378-bb7a-f4680cc6d21c.jpg,1
data\raw\glass\61a3c8ec-9060-46a2-9e31-ab0c6c5204fe.jpg,0
data\raw\glass\b36b7483-3725-4d3c-95c5-fb1f0442e35e.jpg,0
data\raw\metal\0f86a718-2142-41d0-894e-203e25a5f1a2.jpg,4
data\raw\paper\488f6690-3aa1-4404-8afe-462581fd7cff.jpg,1
data\raw\paper\7b98cce2-b6b0-4710-bdfe-f076925268f2.jpg,1
data\raw\plastic\dc8455bf-c2a9-4557-897d-004c254c6fe4.jpg,3
data\raw\paper\e0a3ee5a-affe-4759-8d5a-0a33fa021b40.jpg,1
data\raw\metal\b772c042-6195-4dcd-980a-b52723413780.jpg,4
data\raw\cardboard\a55dbf45-37e1-46e2-a4b2-2284c711e812.jpg,2
data\raw\paper\b720e681-495c-4701-8722-bb387eae5495.jpg,1
data\raw\cardboard\5381847f-99b0-4356-8783-b4ad744c8001.jpg,2
data\raw\paper\9bb58dc1-3bd4-473f-a6de-e87423e70546.jpg,1
data\raw\paper\87508eba-e780-4945-97a3-40c9b47afb86.jpg,1
data\raw\glass\9b17cd29-22bb-4d2c-ace6-adff43e403e2.jpg,0
data\raw\paper\7ed8070b-5f68-4a1e-87f0-c2edc6232309.jpg,1
data\raw\cardboard\f9a30803-6761-4e07-94f8-9f2eb148b44d.jpg,2
data\raw\metal\a3064a0e-90b0-4369-9d6c-80b58531a589.jpg,4
data\raw\glass\8b91aa0e-7238-4ad7-924c-20448018b022.jpg,0
data\raw\paper\f714a365-3606-46f2-b223-0a57998762be.jpg,1
data\raw\cardboard\9290ef92-1f28-4ad4-abce-7c3233ac091c.jpg,2
data\raw\paper\9c08582c-b9c6-470d-a867-2897e4acd7c4.jpg,1
data\raw\cardboard\9332eb5b-a72a-46ce-9550-7e3bfe0c7315.jpg,2
data\raw\glass\4f1524b4-7e94-4d03-9b3a-045082150202.jpg,0
data\raw\cardboard\a20e79c2-f19c-4692-aba4-b7a90b69fe01.jpg,2
data\raw\paper\3728466c-e60e-48c2-afb6-8722d06a0e38.jpg,1
data\raw\cardboard\7ccd2e20-9efb-4e64-bd79-57de911b0ab3.jpg,2
data\raw\glass\300618fd-e09c-4eaa-93b8-d2faf9ff33ac.jpg,0
data\raw\paper\51737e84-5ffd-41e5-8150-6601592e0e50.jpg,1
data\raw\paper\2f9a5fbf-e58c-442a-8215-12d91186f4d1.jpg,1
data\raw\paper\0e91e67d-7058-47b1-861e-222784edede4.jpg,1
